Calendar_Year,Month,Policing_District,Incident_Count
2021,Nov,Fermanagh & Omagh,185
2021,Nov,Derry City & Strabane,299
2021,Nov,Causeway Coast & Glens,255
2021,Nov,Mid & East Antrim,224
2021,Nov,Antrim & Newtownabbey,214
2021,Nov,No Policing District Assigned,0
2021,Dec,Northern Ireland,3585
2021,Dec,Belfast City,1042
2021,Dec,Lisburn & Castlereagh City,219
2021,Dec,Ards & North Down,210
2021,Dec,Newry Mourne & Down,305
2021,Dec,Armagh City Banbridge & Craigavon,426
2021,Dec,Mid Ulster,215
2021,Dec,Fermanagh & Omagh,218
2021,Dec,Derry City & Strabane,314
2021,Dec,Causeway Coast & Glens,196
2021,Dec,Mid & East Antrim,236
2021,Dec,Antrim & Newtownabbey,204
2021,Dec,No Policing District Assigned,0
2022,Jan,Northern Ireland,3802
2022,Jan,Belfast City,1197
2022,Jan,Lisburn & Castlereagh City,255
2022,Jan,Ards & North Down,258
2022,Jan,Newry Mourne & Down,304
2022,Jan,Armagh City Banbridge & Craigavon,389
2022,Jan,Mid Ulster,185
2022,Jan,Fermanagh & Omagh,138
2022,Jan,Derry City & Strabane,363
2022,Jan,Causeway Coast & Glens,248
2022,Jan,Mid & East Antrim,236
2022,Jan,Antrim & Newtownabbey,229
2022,Jan,No Policing District Assigned,0
2022,Feb,Northern Ireland,3246
2022,Feb,Belfast City,1026
2022,Feb,Lisburn & Castlereagh City,174
2022,Feb,Ards & North Down,242
2022,Feb,Newry Mourne & Down,256
2022,Feb,Armagh City Banbridge & Craigavon,326
2022,Feb,Mid Ulster,171
2022,Feb,Fermanagh & Omagh,145
2022,Feb,Derry City & Strabane,270
2022,Feb,Causeway Coast & Glens,190
2022,Feb,Mid & East Antrim,227
2022,Feb,Antrim & Newtownabbey,219
2022,Feb,No Policing District Assigned,0
2022,Mar,Northern Ireland,4195
2022,Mar,Belfast City,1308
2022,Mar,Lisburn & Castlereagh City,231
2022,Mar,Ards & North Down,314
2022,Mar,Newry Mourne & Down,355
2022,Mar,Armagh City Banbridge & Craigavon,460
2022,Mar,Mid Ulster,223
2022,Mar,Fermanagh & Omagh,148
2022,Mar,Derry City & Strabane,340
2022,Mar,Causeway Coast & Glens,279
2022,Mar,Mid & East Antrim,296
2022,Mar,Antrim & Newtownabbey,241
2022,Mar,No Policing District Assigned,0
2022,Apr,Northern Ireland,4068
2022,Apr,Belfast City,1231
2022,Apr,Lisburn & Castlereagh City,221
2022,Apr,Ards & North Down,280
2022,Apr,Newry Mourne & Down,344
2022,Apr,Armagh City Banbridge & Craigavon,470
2022,Apr,Mid Ulster,236
2022,Apr,Fermanagh & Omagh,164
2022,Apr,Derry City & Strabane,327
2022,Apr,Causeway Coast & Glens,268
2022,Apr,Mid & East Antrim,269
2022,Apr,Antrim & Newtownabbey,257
2022,Apr,No Policing District Assigned,1
2022,May,Northern Ireland,4268
2022,May,Belfast City,1334
2022,May,Lisburn & Castlereagh City,273
2022,May,Ards & North Down,277
2022,May,Newry Mourne & Down,385
2022,May,Armagh City Banbridge & Craigavon,449
2022,May,Mid Ulster,190
2022,May,Fermanagh & Omagh,170
2022,May,Derry City & Strabane,339
2022,May,Causeway Coast & Glens,301
2022,May,Mid & East Antrim,298
2022,May,Antrim & Newtownabbey,251
2022,May,No Policing District Assigned,1
2022,Jun,Northern Ireland,4121
2022,Jun,Belfast City,1276
2022,Jun,Lisburn & Castlereagh City,247
2022,Jun,Ards & North Down,288
2022,Jun,Newry Mourne & Down,362
2022,Jun,Armagh City Banbridge & Craigavon,483
2022,Jun,Mid Ulster,206
2022,Jun,Fermanagh & Omagh,177
2022,Jun,Derry City & Strabane,329
2022,Jun,Causeway Coast & Glens,258
2022,Jun,Mid & East Antrim,269
2022,Jun,Antrim & Newtownabbey,221
2022,Jun,No Policing District Assigned,5
2022,Jul,Northern Ireland,4630
2022,Jul,Belfast City,1305
2022,Jul,Lisburn & Castlereagh City,293
2022,Jul,Ards & North Down,391
2022,Jul,Newry Mourne & Down,410
2022,Jul,Armagh City Banbridge & Craigavon,493
2022,Jul,Mid Ulster,222
2022,Jul,Fermanagh & Omagh,183
2022,Jul,Derry City & Strabane,355
2022,Jul,Causeway Coast & Glens,316
2022,Jul,Mid & East Antrim,355
2022,Jul,Antrim & Newtownabbey,303
2022,Jul,No Policing District Assigned,4
2022,Aug,Northern Ireland,4816
2022,Aug,Belfast City,1433
2022,Aug,Lisburn & Castlereagh City,304
2022,Aug,Ards & North Down,394
2022,Aug,Newry Mourne & Down,393
2022,Aug,Armagh City Banbridge & Craigavon,542
2022,Aug,Mid Ulster,201
2022,Aug,Fermanagh & Omagh,213
2022,Aug,Derry City & Strabane,407
2022,Aug,Causeway Coast & Glens,285
2022,Aug,Mid & East Antrim,335
2022,Aug,Antrim & Newtownabbey,305
2022,Aug,No Policing District Assigned,4
2022,Sep,Northern Ireland,4316
2022,Sep,Belfast City,1377
2022,Sep,Lisburn & Castlereagh City,261
2022,Sep,Ards & North Down,309
2022,Sep,Newry Mourne & Down,325
2022,Sep,Armagh City Banbridge & Craigavon,482
2022,Sep,Mid Ulster,207
2022,Sep,Fermanagh & Omagh,209
2022,Sep,Derry City & Strabane,292
2022,Sep,Causeway Coast & Glens,229
2022,Sep,Mid & East Antrim,300
2022,Sep,Antrim & Newtownabbey,316
2022,Sep,No Policing District Assigned,9
